orphan_id,candidate_id_or_source_id,entity_id,description,reason,notes
ORPH-C-001,GEO-005,ENT-LINE-ACL,alignment.station candidate has empty source_record_ids (station not extracted in Phase 2-I).,Candidate with no linkable source record (per source_to_candidate_contract section 4).,adoption_status=HUMAN_CONFIRMATION_REQUIRED; phase3_action=HUMAN_VALIDATION.
ORPH-S-0102,CAL-VAL-P01319-012,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0103,CAL-VAL-P01319-013,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0104,CAL-VAL-P01319-014,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0105,CAL-VAL-P01319-015,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0106,CAL-VAL-P01319-018,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0107,CAL-VAL-P01319-030,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0108,CAL-VAL-P01319-031,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0109,CAL-VAL-P01319-032,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0110,CAL-VAL-P01319-033,,value calc_pdf_p1319 section=CAL-SEC-4.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0111,CH1-VAL-012,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0112,CH1-VAL-013,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0113,CH1-VAL-014,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0114,CH1-VAL-015,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0115,CH1-VAL-023,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0116,CH1-VAL-024,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0117,CH1-VAL-025,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0118,CH1-VAL-034,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0119,CH1-VAL-035,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0120,CH1-VAL-036,,value calc_pdf_p7 section=CAL-SEC-1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0121,CH2-VAL-002,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0122,CH2-VAL-003,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0123,CH2-VAL-004,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0124,CH2-VAL-010,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0125,CH2-VAL-012,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0126,CH2-VAL-013,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0127,CH2-VAL-014,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0128,CH2-VAL-015,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0129,CH2-VAL-016,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0130,CH2-VAL-017,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0131,CH2-VAL-018,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0132,CH2-VAL-019,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0133,CH2-VAL-021,,value calc_pdf_p18 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0134,CH2-VAL-023,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0135,CH2-VAL-024,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0136,CH2-VAL-025,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0137,CH2-VAL-026,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0138,CH2-VAL-027,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0139,CH2-VAL-029,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0140,CH2-VAL-031,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0141,CH2-VAL-032,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0142,CH2-VAL-033,,value calc_pdf_p19 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0143,CH2-VAL-035,,value calc_pdf_p20 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0144,CH2-VAL-036,,value calc_pdf_p20 section=CAL-SEC-2.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0145,CH5-VAL-006,,value calc_pdf_p2028 section=CAL-SEC-5.1.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
